Customer ID,Age,Gender,Category,Purchase Amount (USD),Size,Season,Review Rating,Shipping Type,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases,Loyal (gdnp),High_Spender,Positive_Review
1068,18,Male,Other,43,S,Summer,2,2-Day Shipping,Yes,22,PayPal,Quarterly,No,Low spender,Negative Review
1069,55,Unknown_Gender,Clothing,94,M,Fall,2,Standard,Yes,47,Credit Card,Weekly,Yes,High spender,Negative Review
1070,38,Male,Clothing,81,XL,Fall,4,Next Day Air,Yes,33,Venmo,Every 3 Months,No,High spender,Positive Review
1071,50,Male,Accessories,75,M,Summer,3,Free Shipping,Yes,50,Debit Card,Weekly,Yes,High spender,Negative Review
1072,61,Male,Accessories,36,M,Summer,2,Express,Yes,46,Credit Card,Monthly,No,Low spender,Negative Review
1073,48,Male,Clothing,92,L,Fall,3,Express,Yes,34,Debit Card,Fortnightly,Yes,High spender,Negative Review
1074,22,Unknown_Gender,Accessories,36,XL,Spring,3,Store Pickup,Yes,33,Credit Card,Monthly,No,Low spender,Negative Review
1075,48,Male,Accessories,71,S,Fall,2,Standard,Yes,45,Bank Transfer,Fortnightly,Yes,High spender,Negative Review
1076,57,Unknown_Gender,Accessories,50,L,Summer,4,Next Day Air,Yes,32,Debit Card,Bi-Weekly,No,Low spender,Positive Review
1077,33,Male,Outerwear,72,L,Spring,2,Standard,Yes,47,Venmo,Bi-Weekly,No,High spender,Negative Review
1078,58,Male,Outerwear,28,M,Winter,3,Standard,Yes,5,PayPal,Quarterly,No,Low spender,Negative Review
1079,37,Male,Clothing,59,M,Fall,4,Express,Yes,49,Credit Card,Fortnightly,Yes,High spender,Positive Review
1080,18,Male,Other,36,S,Summer,4,Free Shipping,Yes,48,Bank Transfer,Monthly,No,Low spender,Positive Review
1081,69,Male,Accessories,36,L,Fall,3,Express,Yes,22,Cash,Every 3 Months,No,Low spender,Negative Review
1082,62,Male,Accessories,30,XL,Spring,4,Standard,Yes,45,Credit Card,Annually,No,Low spender,Positive Review
1083,69,Male,Other,85,XL,Winter,2,Next Day Air,Yes,30,Venmo,Quarterly,No,High spender,Negative Review
1084,35,Male,Accessories,97,L,Summer,3,Store Pickup,Yes,43,Cash,Weekly,Yes,High spender,Negative Review
1085,34,Male,Clothing,36,S,Fall,4,Next Day Air,Yes,48,Cash,Quarterly,No,Low spender,Positive Review
1086,25,Male,Accessories,85,M,Winter,3,Store Pickup,Yes,23,Venmo,Fortnightly,Yes,High spender,Negative Review
1087,69,Male,Accessories,62,M,Winter,3,Free Shipping,Yes,27,PayPal,Bi-Weekly,No,High spender,Negative Review
1088,69,Male,Clothing,71,S,Winter,3,Next Day Air,Yes,7,Bank Transfer,Monthly,No,High spender,Negative Review
1089,49,Male,Clothing,36,M,Winter,2,Free Shipping,Yes,2,PayPal,Weekly,Yes,Low spender,Negative Review
1090,40,Male,Other,36,M,Spring,3,Next Day Air,Yes,33,PayPal,Bi-Weekly,No,Low spender,Negative Review
1091,38,Unknown_Gender,Accessories,58,M,Spring,4,Store Pickup,Yes,27,Cash,Fortnightly,Yes,High spender,Positive Review
1092,44,Male,Clothing,80,L,Spring,4,Store Pickup,Yes,6,Credit Card,Fortnightly,Yes,High spender,Positive Review
1093,69,Unknown_Gender,Accessories,50,L,Spring,3,2-Day Shipping,Yes,20,Venmo,Quarterly,No,Low spender,Negative Review
1094,60,Male,Footwear,36,S,Winter,4,2-Day Shipping,Yes,46,Venmo,Unknown_Frequency,Yes,Low spender,Positive Review
1095,25,Male,Accessories,36,M,Winter,3,Next Day Air,Yes,25,Cash,Quarterly,No,Low spender,Negative Review
1096,19,Male,Outerwear,34,S,Summer,3,Free Shipping,Yes,30,Bank Transfer,Quarterly,No,Low spender,Negative Review
1097,57,Male,Outerwear,46,S,Fall,2,Standard,Yes,48,Credit Card,Annually,No,Low spender,Negative Review
1098,69,Male,Accessories,27,M,Summer,3,Store Pickup,Yes,47,Bank Transfer,Weekly,Yes,Low spender,Negative Review
1099,49,Male,Accessories,98,S,Spring,3,Next Day Air,Yes,27,Credit Card,Weekly,Yes,High spender,Negative Review
1100,69,Male,Clothing,73,M,Fall,2,Next Day Air,Yes,45,Bank Transfer,Fortnightly,Yes,High spender,Negative Review
1101,69,Unknown_Gender,Clothing,28,L,Spring,4,Express,Yes,2,Credit Card,Weekly,Yes,Low spender,Positive Review
1102,30,Male,Accessories,36,XL,Fall,3,Free Shipping,Yes,39,Cash,Fortnightly,Yes,Low spender,Negative Review
1103,52,Male,Clothing,83,M,Fall,2,Express,Yes,24,Cash,Fortnightly,Yes,High spender,Negative Review
1104,35,Male,Clothing,23,S,Spring,4,Free Shipping,Yes,8,Debit Card,Bi-Weekly,No,Low spender,Positive Review
1105,35,Unknown_Gender,Accessories,36,M,Fall,3,Express,Yes,8,Bank Transfer,Unknown_Frequency,Yes,Low spender,Negative Review
1106,33,Male,Clothing,83,S,Spring,3,Next Day Air,Yes,6,Venmo,Every 3 Months,No,High spender,Negative Review
1107,52,Male,Clothing,96,L,Winter,3,Store Pickup,Yes,12,Venmo,Fortnightly,Yes,High spender,Negative Review
1108,69,Male,Footwear,62,M,Fall,2,Store Pickup,Yes,26,Bank Transfer,Weekly,Yes,High spender,Negative Review
1109,27,Male,Clothing,25,M,Fall,2,Standard,Yes,50,Cash,Fortnightly,Yes,Low spender,Negative Review
1110,69,Male,Clothing,97,L,Winter,4,Next Day Air,Yes,2,Venmo,Weekly,Yes,High spender,Positive Review
1111,69,Male,Clothing,61,L,Fall,3,Standard,Yes,31,Cash,Bi-Weekly,No,High spender,Negative Review
1112,69,Male,Footwear,36,S,Summer,4,Next Day Air,Yes,4,Credit Card,Bi-Weekly,No,Low spender,Positive Review
1113,69,Male,Other,36,XL,Spring,4,Free Shipping,Yes,32,PayPal,Quarterly,No,Low spender,Positive Review
1114,28,Male,Accessories,80,M,Summer,4,Next Day Air,Yes,11,PayPal,Bi-Weekly,No,High spender,Positive Review
1115,69,Male,Clothing,25,L,Fall,2,Next Day Air,Yes,47,Bank Transfer,Unknown_Frequency,Yes,Low spender,Negative Review
1116,30,Male,Accessories,58,S,Fall,4,2-Day Shipping,Yes,37,Cash,Weekly,Yes,High spender,Positive Review
1117,67,Male,Accessories,96,M,Winter,4,Express,Yes,39,PayPal,Fortnightly,Yes,High spender,Positive Review
1118,25,Male,Accessories,77,L,Spring,4,Store Pickup,Yes,24,Credit Card,Unknown_Frequency,Yes,High spender,Positive Review
1119,49,Male,Accessories,65,M,Summer,4,Standard,Yes,11,PayPal,Every 3 Months,No,High spender,Positive Review
1120,34,Male,Accessories,36,M,Spring,3,Standard,Yes,36,Credit Card,Weekly,Yes,Low spender,Negative Review
1121,22,Male,Footwear,84,M,Winter,4,Next Day Air,Yes,40,Debit Card,Monthly,No,High spender,Positive Review
1122,63,Male,Clothing,58,XL,Fall,3,Express,Yes,25,Cash,Quarterly,No,High spender,Negative Review
1123,70,Male,Accessories,62,S,Spring,4,2-Day Shipping,Yes,12,Credit Card,Annually,No,High spender,Positive Review
1124,36,Male,Accessories,67,S,Fall,2,Store Pickup,Yes,38,Cash,Monthly,No,High spender,Negative Review
1125,42,Male,Clothing,20,M,Spring,4,Express,Yes,40,Cash,Quarterly,No,Low spender,Positive Review
1126,27,Male,Footwear,90,M,Summer,2,2-Day Shipping,Yes,10,Bank Transfer,Weekly,Yes,High spender,Negative Review
1127,69,Male,Accessories,36,L,Winter,3,Standard,Yes,47,Venmo,Fortnightly,Yes,Low spender,Negative Review
1128,50,Male,Clothing,53,XL,Spring,4,Store Pickup,Yes,22,Debit Card,Monthly,No,Low spender,Positive Review
1129,56,Male,Accessories,30,L,Winter,4,Next Day Air,Yes,35,Debit Card,Monthly,No,Low spender,Positive Review
1130,37,Male,Clothing,65,XL,Winter,3,Express,Yes,46,Venmo,Fortnightly,Yes,High spender,Negative Review
1131,67,Male,Accessories,41,M,Summer,3,Standard,Yes,30,PayPal,Bi-Weekly,No,Low spender,Negative Review
1132,67,Male,Clothing,73,M,Spring,3,Express,Yes,20,Bank Transfer,Monthly,No,High spender,Negative Review
1133,69,Male,Clothing,36,S,Spring,4,Store Pickup,Yes,25,Cash,Fortnightly,Yes,Low spender,Positive Review
1134,36,Male,Footwear,36,XL,Winter,4,2-Day Shipping,Yes,29,Cash,Weekly,Yes,Low spender,Positive Review
1135,69,Male,Clothing,81,M,Summer,4,Express,Yes,2,Venmo,Every 3 Months,No,High spender,Positive Review
1136,69,Male,Clothing,90,L,Winter,3,2-Day Shipping,Yes,32,Bank Transfer,Quarterly,No,High spender,Negative Review
1137,23,Male,Accessories,83,S,Summer,4,Free Shipping,Yes,37,Cash,Monthly,No,High spender,Positive Review
1138,69,Male,Clothing,91,XL,Winter,3,2-Day Shipping,Yes,16,Bank Transfer,Every 3 Months,No,High spender,Negative Review
1139,18,Male,Clothing,36,M,Summer,4,Express,Yes,32,Venmo,Fortnightly,Yes,Low spender,Positive Review
1140,58,Male,Outerwear,53,L,Spring,3,Standard,Yes,42,Debit Card,Bi-Weekly,No,Low spender,Negative Review
1141,31,Male,Clothing,39,M,Winter,3,Store Pickup,Yes,6,Credit Card,Every 3 Months,No,Low spender,Negative Review
1142,39,Male,Accessories,33,S,Winter,4,Next Day Air,Yes,23,PayPal,Unknown_Frequency,Yes,Low spender,Positive Review
1143,69,Male,Clothing,76,L,Spring,3,Store Pickup,Yes,27,Venmo,Bi-Weekly,No,High spender,Negative Review
1144,69,Male,Footwear,23,L,Winter,4,Standard,Yes,43,PayPal,Quarterly,No,Low spender,Positive Review
1145,41,Unknown_Gender,Clothing,36,S,Fall,4,2-Day Shipping,Yes,25,Bank Transfer,Fortnightly,Yes,Low spender,Positive Review
1146,31,Male,Footwear,89,L,Summer,3,Express,Yes,30,Cash,Every 3 Months,No,High spender,Negative Review
1147,69,Male,Footwear,36,M,Summer,4,Standard,Yes,7,Bank Transfer,Every 3 Months,No,Low spender,Positive Review
1148,69,Male,Accessories,36,XL,Winter,4,Next Day Air,Yes,17,Debit Card,Annually,No,Low spender,Positive Review
1149,34,Male,Clothing,66,M,Spring,2,Store Pickup,Yes,10,PayPal,Unknown_Frequency,Yes,High spender,Negative Review
1150,69,Unknown_Gender,Accessories,42,L,Spring,3,Store Pickup,Yes,40,Venmo,Annually,No,Low spender,Negative Review
1151,29,Male,Accessories,36,S,Winter,2,Next Day Air,Yes,50,Venmo,Bi-Weekly,No,Low spender,Negative Review
1152,41,Male,Clothing,36,M,Spring,4,Express,Yes,24,Credit Card,Weekly,Yes,Low spender,Positive Review
1153,62,Male,Accessories,49,M,Fall,4,Standard,Yes,8,PayPal,Every 3 Months,No,Low spender,Positive Review
1154,27,Male,Clothing,41,M,Summer,4,Free Shipping,Yes,6,Bank Transfer,Quarterly,No,Low spender,Positive Review
1155,49,Male,Clothing,82,L,Spring,2,2-Day Shipping,Yes,44,Credit Card,Bi-Weekly,No,High spender,Negative Review
1156,67,Male,Clothing,53,S,Fall,2,Express,Yes,47,PayPal,Quarterly,No,Low spender,Negative Review
1157,20,Male,Footwear,21,M,Summer,4,Express,Yes,6,Venmo,Every 3 Months,No,Low spender,Positive Review
1158,69,Male,Other,36,M,Fall,4,Standard,Yes,11,Cash,Quarterly,No,Low spender,Positive Review
1159,69,Male,Accessories,36,L,Summer,4,2-Day Shipping,Yes,41,Bank Transfer,Annually,No,Low spender,Positive Review
1160,69,Male,Accessories,55,L,Fall,3,2-Day Shipping,Yes,46,Venmo,Every 3 Months,No,Low spender,Negative Review
1161,69,Male,Accessories,42,S,Summer,3,Next Day Air,Yes,9,Venmo,Bi-Weekly,No,Low spender,Negative Review
1162,63,Male,Clothing,52,S,Fall,3,2-Day Shipping,Yes,37,PayPal,Monthly,No,Low spender,Negative Review
1163,47,Male,Footwear,92,M,Winter,4,Express,Yes,13,PayPal,Weekly,Yes,High spender,Positive Review
1164,26,Male,Clothing,56,L,Summer,3,2-Day Shipping,Yes,24,Debit Card,Monthly,No,High spender,Negative Review
1165,68,Male,Clothing,36,M,Winter,3,Standard,Yes,47,PayPal,Quarterly,No,Low spender,Negative Review
1166,51,Male,Clothing,36,M,Winter,2,Next Day Air,Yes,21,Venmo,Every 3 Months,No,Low spender,Negative Review
1167,48,Male,Clothing,48,S,Winter,3,Store Pickup,Yes,22,Venmo,Unknown_Frequency,Yes,Low spender,Negative Review
1168,60,Male,Clothing,83,XL,Summer,3,Free Shipping,Yes,16,PayPal,Quarterly,No,High spender,Negative Review
1169,68,Male,Other,91,L,Summer,3,Standard,Yes,37,Debit Card,Fortnightly,Yes,High spender,Negative Review
1170,25,Male,Accessories,36,S,Fall,4,2-Day Shipping,Yes,3,Cash,Annually,No,Low spender,Positive Review
1171,57,Male,Clothing,62,S,Spring,3,Express,Yes,33,Cash,Bi-Weekly,No,High spender,Negative Review
1172,41,Male,Clothing,36,M,Spring,3,Next Day Air,Yes,15,Debit Card,Annually,No,Low spender,Negative Review
1173,69,Male,Outerwear,68,L,Spring,4,Store Pickup,Yes,42,Bank Transfer,Bi-Weekly,No,High spender,Positive Review
1174,69,Male,Other,76,M,Winter,2,Express,Yes,42,Cash,Bi-Weekly,No,High spender,Negative Review
1175,42,Male,Accessories,36,M,Winter,4,Express,Yes,19,Bank Transfer,Bi-Weekly,No,Low spender,Positive Review
1176,69,Male,Accessories,81,M,Spring,4,Store Pickup,Yes,26,PayPal,Quarterly,No,High spender,Positive Review
1177,69,Male,Clothing,83,M,Winter,4,Free Shipping,Yes,39,PayPal,Quarterly,No,High spender,Positive Review
1178,54,Male,Clothing,21,M,Spring,4,Standard,Yes,24,Debit Card,Monthly,No,Low spender,Positive Review
1179,69,Male,Clothing,22,M,Spring,4,Express,Yes,23,Debit Card,Unknown_Frequency,Yes,Low spender,Positive Review
1180,20,Male,Clothing,33,M,Summer,3,Free Shipping,Yes,44,Bank Transfer,Annually,No,Low spender,Negative Review
1181,69,Male,Clothing,36,S,Spring,4,Standard,Yes,34,Cash,Monthly,No,Low spender,Positive Review
1182,61,Male,Clothing,96,L,Summer,3,Free Shipping,Yes,43,Bank Transfer,Quarterly,No,High spender,Negative Review
1183,37,Male,Accessories,21,M,Spring,3,Express,Yes,45,PayPal,Quarterly,No,Low spender,Negative Review
1184,69,Unknown_Gender,Clothing,39,M,Spring,3,2-Day Shipping,Yes,4,Credit Card,Weekly,Yes,Low spender,Negative Review
1185,69,Male,Accessories,73,S,Fall,3,Express,Yes,19,Credit Card,Annually,No,High spender,Negative Review
1186,69,Male,Clothing,64,M,Spring,3,Standard,Yes,29,Credit Card,Monthly,No,High spender,Negative Review
1187,63,Male,Clothing,68,M,Summer,4,2-Day Shipping,Yes,27,Credit Card,Annually,No,High spender,Positive Review
1188,56,Male,Accessories,36,L,Fall,3,Express,Yes,37,Credit Card,Every 3 Months,No,Low spender,Negative Review
1189,69,Male,Clothing,36,M,Summer,3,Next Day Air,Yes,11,Credit Card,Weekly,Yes,Low spender,Negative Review
1190,64,Male,Clothing,97,XL,Summer,3,Free Shipping,Yes,28,Debit Card,Annually,No,High spender,Negative Review
1191,62,Male,Clothing,45,M,Winter,3,Next Day Air,Yes,31,Credit Card,Weekly,Yes,Low spender,Negative Review
1192,34,Male,Clothing,70,L,Winter,4,Free Shipping,Yes,50,Venmo,Quarterly,No,High spender,Positive Review
1193,69,Male,Outerwear,36,M,Summer,3,2-Day Shipping,Yes,42,Venmo,Quarterly,No,Low spender,Negative Review
1194,40,Male,Outerwear,55,L,Fall,3,2-Day Shipping,Yes,18,Credit Card,Fortnightly,Yes,Low spender,Negative Review
1195,50,Male,Clothing,46,S,Winter,3,2-Day Shipping,Yes,6,Credit Card,Fortnightly,Yes,Low spender,Negative Review
1196,25,Male,Accessories,95,M,Winter,4,2-Day Shipping,Yes,33,Venmo,Monthly,No,High spender,Positive Review
1197,30,Unknown_Gender,Accessories,88,M,Winter,3,2-Day Shipping,Yes,13,Bank Transfer,Bi-Weekly,No,High spender,Negative Review
1198,54,Male,Footwear,92,L,Fall,3,Standard,Yes,26,PayPal,Annually,No,High spender,Negative Review
1199,40,Male,Clothing,36,M,Summer,3,2-Day Shipping,Yes,17,Cash,Annually,No,Low spender,Negative Review
1200,49,Male,Footwear,89,M,Fall,4,Free Shipping,Yes,3,Debit Card,Weekly,Yes,High spender,Positive Review
1201,27,Male,Outerwear,22,XL,Winter,3,Store Pickup,Yes,7,PayPal,Weekly,Yes,Low spender,Negative Review
1202,69,Male,Footwear,61,XL,Summer,3,2-Day Shipping,Yes,46,Venmo,Fortnightly,Yes,High spender,Negative Review
1203,48,Male,Accessories,29,S,Spring,3,Standard,Yes,14,Venmo,Every 3 Months,No,Low spender,Negative Review
1204,40,Male,Footwear,82,M,Winter,3,Free Shipping,Yes,23,Bank Transfer,Annually,No,High spender,Negative Review
1205,69,Male,Accessories,36,M,Spring,3,2-Day Shipping,Yes,20,Credit Card,Every 3 Months,No,Low spender,Negative Review
1206,52,Male,Accessories,99,M,Spring,3,Standard,Yes,38,Bank Transfer,Fortnightly,Yes,High spender,Negative Review
1207,22,Male,Accessories,59,S,Fall,3,Free Shipping,Yes,16,Venmo,Every 3 Months,No,High spender,Negative Review
1208,62,Male,Footwear,90,M,Summer,4,Next Day Air,Yes,48,Credit Card,Every 3 Months,No,High spender,Positive Review
1209,20,Male,Footwear,100,S,Winter,2,2-Day Shipping,Yes,8,Debit Card,Annually,No,High spender,Negative Review
1210,69,Male,Clothing,62,M,Winter,3,Next Day Air,Yes,16,Bank Transfer,Unknown_Frequency,Yes,High spender,Negative Review
1211,34,Male,Accessories,36,M,Fall,4,Next Day Air,Yes,5,Cash,Quarterly,No,Low spender,Positive Review
1212,23,Male,Clothing,36,M,Spring,4,Store Pickup,Yes,14,Venmo,Every 3 Months,No,Low spender,Positive Review
1213,32,Unknown_Gender,Footwear,74,M,Summer,2,Free Shipping,Yes,18,Credit Card,Weekly,Yes,High spender,Negative Review
1214,68,Male,Other,52,XL,Spring,3,Express,Yes,14,Debit Card,Every 3 Months,No,Low spender,Negative Review
1215,69,Male,Outerwear,81,M,Fall,3,Free Shipping,Yes,5,Cash,Every 3 Months,No,High spender,Negative Review
1216,66,Male,Clothing,20,L,Winter,2,2-Day Shipping,Yes,15,Credit Card,Every 3 Months,No,Low spender,Negative Review
1217,62,Male,Clothing,32,XL,Summer,3,Free Shipping,Yes,3,Venmo,Every 3 Months,No,Low spender,Negative Review
1218,50,Male,Footwear,36,XL,Fall,2,Free Shipping,Yes,12,Cash,Unknown_Frequency,Yes,Low spender,Negative Review
1219,69,Male,Footwear,79,M,Spring,3,Store Pickup,Yes,43,Cash,Every 3 Months,No,High spender,Negative Review
1220,19,Unknown_Gender,Other,36,M,Winter,2,Next Day Air,Yes,35,Credit Card,Bi-Weekly,No,Low spender,Negative Review
1221,69,Male,Accessories,64,M,Winter,3,Express,Yes,36,Bank Transfer,Quarterly,No,High spender,Negative Review
1222,18,Male,Clothing,69,M,Winter,4,Standard,Yes,3,Cash,Quarterly,No,High spender,Positive Review
1223,58,Male,Other,69,L,Fall,3,Store Pickup,Yes,27,Bank Transfer,Annually,No,High spender,Negative Review
1224,69,Unknown_Gender,Clothing,24,L,Winter,3,Free Shipping,Yes,21,Bank Transfer,Unknown_Frequency,Yes,Low spender,Negative Review
1225,62,Male,Clothing,50,M,Summer,3,Store Pickup,Yes,18,Venmo,Weekly,Yes,Low spender,Negative Review
1226,28,Male,Accessories,97,S,Fall,2,Free Shipping,Yes,16,Debit Card,Weekly,Yes,High spender,Negative Review
1227,53,Male,Footwear,91,S,Fall,3,Store Pickup,Yes,18,Venmo,Bi-Weekly,No,High spender,Negative Review
1228,27,Male,Clothing,37,L,Spring,4,Store Pickup,Yes,19,Bank Transfer,Bi-Weekly,No,Low spender,Positive Review
1229,69,Male,Outerwear,55,S,Winter,3,Express,Yes,1,Cash,Annually,No,Low spender,Negative Review
1230,34,Male,Accessories,52,XL,Winter,3,Express,Yes,39,Bank Transfer,Annually,No,Low spender,Negative Review
1231,25,Male,Accessories,36,L,Spring,3,Standard,Yes,49,Venmo,Monthly,No,Low spender,Negative Review
1232,66,Unknown_Gender,Clothing,79,M,Spring,4,2-Day Shipping,Yes,43,Credit Card,Fortnightly,Yes,High spender,Positive Review
1233,69,Unknown_Gender,Accessories,23,M,Summer,3,Free Shipping,Yes,31,Debit Card,Every 3 Months,No,Low spender,Negative Review
1234,46,Male,Clothing,73,L,Winter,3,Next Day Air,Yes,40,Venmo,Every 3 Months,No,High spender,Negative Review
1235,38,Male,Accessories,36,M,Fall,4,Store Pickup,Yes,2,Bank Transfer,Bi-Weekly,No,Low spender,Positive Review
1236,23,Male,Clothing,36,M,Spring,3,Store Pickup,Yes,46,PayPal,Every 3 Months,No,Low spender,Negative Review
1237,42,Male,Accessories,68,M,Summer,4,Store Pickup,Yes,35,Debit Card,Unknown_Frequency,Yes,High spender,Positive Review
1238,25,Male,Clothing,92,S,Spring,4,2-Day Shipping,Yes,42,Credit Card,Quarterly,No,High spender,Positive Review
1239,55,Male,Clothing,77,M,Winter,3,Express,Yes,3,Venmo,Fortnightly,Yes,High spender,Negative Review
1240,62,Male,Outerwear,37,XL,Spring,4,Standard,Yes,32,Debit Card,Every 3 Months,No,Low spender,Positive Review
1241,41,Male,Accessories,79,L,Winter,2,Store Pickup,Yes,48,Debit Card,Annually,No,High spender,Negative Review
1242,58,Unknown_Gender,Clothing,36,XL,Winter,3,Express,Yes,34,Credit Card,Weekly,Yes,Low spender,Negative Review
1243,69,Male,Clothing,27,M,Summer,4,Next Day Air,Yes,15,Bank Transfer,Quarterly,No,Low spender,Positive Review
1244,25,Unknown_Gender,Clothing,23,S,Spring,3,Store Pickup,Yes,22,Debit Card,Annually,No,Low spender,Negative Review
1245,69,Male,Clothing,76,S,Summer,3,2-Day Shipping,Yes,2,Cash,Monthly,No,High spender,Negative Review
1246,42,Male,Clothing,36,M,Fall,3,Standard,Yes,30,Bank Transfer,Weekly,Yes,Low spender,Negative Review
1247,27,Male,Clothing,36,M,Winter,3,Standard,Yes,27,Cash,Monthly,No,Low spender,Negative Review
1248,65,Male,Clothing,99,M,Spring,3,Express,Yes,18,Venmo,Bi-Weekly,No,High spender,Negative Review
1249,62,Male,Accessories,37,XL,Winter,3,Free Shipping,Yes,8,Credit Card,Annually,No,Low spender,Negative Review
1250,62,Male,Footwear,50,M,Winter,4,Express,Yes,48,Venmo,Fortnightly,Yes,Low spender,Positive Review
1251,52,Male,Clothing,26,XL,Winter,4,Free Shipping,Yes,24,Cash,Monthly,No,Low spender,Positive Review
1252,56,Male,Clothing,86,XL,Spring,3,Next Day Air,Yes,43,Credit Card,Monthly,No,High spender,Negative Review
1253,28,Male,Footwear,41,L,Fall,4,Standard,Yes,8,Cash,Quarterly,No,Low spender,Positive Review
1254,39,Male,Other,23,XL,Winter,4,Express,Yes,49,PayPal,Annually,No,Low spender,Positive Review
1255,54,Male,Footwear,36,XL,Spring,3,2-Day Shipping,Yes,2,Credit Card,Bi-Weekly,No,Low spender,Negative Review
1256,69,Male,Accessories,68,M,Fall,4,Standard,Yes,38,Cash,Fortnightly,Yes,High spender,Positive Review
1257,45,Male,Outerwear,48,S,Winter,3,Express,Yes,4,Cash,Fortnightly,Yes,Low spender,Negative Review
1258,68,Unknown_Gender,Clothing,67,L,Spring,3,Free Shipping,Yes,31,Cash,Every 3 Months,No,High spender,Negative Review
1259,47,Male,Footwear,87,XL,Spring,4,2-Day Shipping,Yes,34,Debit Card,Every 3 Months,No,High spender,Positive Review
1260,68,Male,Clothing,64,M,Fall,3,Standard,Yes,45,Credit Card,Monthly,No,High spender,Negative Review
1261,63,Male,Clothing,36,XL,Spring,4,Store Pickup,Yes,30,Debit Card,Quarterly,No,Low spender,Positive Review
1262,20,Male,Clothing,29,L,Summer,2,Next Day Air,Yes,2,Credit Card,Fortnightly,Yes,Low spender,Negative Review
1263,29,Unknown_Gender,Footwear,62,L,Winter,4,Store Pickup,Yes,44,Venmo,Monthly,No,High spender,Positive Review
1264,41,Male,Clothing,70,L,Winter,4,2-Day Shipping,Yes,1,Credit Card,Bi-Weekly,No,High spender,Positive Review
1265,52,Male,Clothing,92,S,Winter,2,Next Day Air,Yes,1,Venmo,Bi-Weekly,No,High spender,Negative Review
1266,32,Male,Clothing,36,M,Spring,2,Next Day Air,Yes,27,Bank Transfer,Weekly,Yes,Low spender,Negative Review
1267,20,Male,Clothing,36,M,Fall,4,Standard,Yes,14,Debit Card,Every 3 Months,No,Low spender,Positive Review
1268,69,Male,Other,83,S,Spring,3,Standard,Yes,41,Cash,Weekly,Yes,High spender,Negative Review
1269,23,Male,Outerwear,88,XL,Winter,2,Next Day Air,Yes,25,Debit Card,Bi-Weekly,No,High spender,Negative Review
1270,43,Male,Accessories,53,M,Spring,3,Standard,Yes,47,PayPal,Quarterly,No,Low spender,Negative Review
1271,67,Unknown_Gender,Clothing,98,M,Fall,3,Standard,Yes,20,Cash,Annually,No,High spender,Negative Review
1272,69,Male,Accessories,57,S,Spring,4,Store Pickup,Yes,42,PayPal,Annually,No,High spender,Positive Review
1273,35,Male,Footwear,80,M,Winter,3,Express,Yes,16,Bank Transfer,Monthly,No,High spender,Negative Review
1274,41,Male,Clothing,29,L,Spring,4,Next Day Air,Yes,32,Credit Card,Unknown_Frequency,Yes,Low spender,Positive Review
1275,54,Unknown_Gender,Accessories,73,M,Spring,3,2-Day Shipping,Yes,37,PayPal,Quarterly,No,High spender,Negative Review
1276,55,Male,Clothing,32,S,Fall,4,Standard,Yes,1,PayPal,Monthly,No,Low spender,Positive Review
1277,51,Unknown_Gender,Footwear,36,L,Spring,4,Next Day Air,Yes,37,Bank Transfer,Weekly,Yes,Low spender,Positive Review
1278,19,Male,Clothing,36,L,Spring,5,Express,Yes,5,Venmo,Quarterly,No,Low spender,Positive Review
1279,28,Male,Clothing,98,M,Fall,2,Next Day Air,Yes,31,Venmo,Fortnightly,Yes,High spender,Negative Review
1280,63,Male,Clothing,56,L,Fall,3,Express,Yes,18,Debit Card,Unknown_Frequency,Yes,High spender,Negative Review
1281,69,Male,Clothing,78,L,Winter,3,2-Day Shipping,Yes,39,Venmo,Every 3 Months,No,High spender,Negative Review
1282,29,Male,Accessories,81,M,Spring,4,Store Pickup,Yes,8,Venmo,Bi-Weekly,No,High spender,Positive Review
1283,69,Male,Clothing,68,L,Winter,3,Free Shipping,Yes,20,Venmo,Monthly,No,High spender,Negative Review
1284,69,Male,Clothing,94,M,Winter,3,2-Day Shipping,Yes,23,Debit Card,Every 3 Months,No,High spender,Negative Review
1285,65,Male,Clothing,93,M,Spring,3,Express,Yes,38,PayPal,Unknown_Frequency,Yes,High spender,Negative Review
1286,64,Male,Accessories,99,M,Fall,3,Next Day Air,Yes,45,Bank Transfer,Fortnightly,Yes,High spender,Negative Review
1287,40,Male,Accessories,49,L,Winter,4,Next Day Air,Yes,44,Debit Card,Fortnightly,Yes,Low spender,Positive Review
1288,69,Male,Clothing,28,XL,Winter,3,Standard,Yes,20,PayPal,Monthly,No,Low spender,Negative Review
1289,66,Male,Accessories,36,XL,Winter,4,Standard,Yes,34,PayPal,Bi-Weekly,No,Low spender,Positive Review
1290,69,Male,Other,36,M,Fall,2,Next Day Air,Yes,10,PayPal,Unknown_Frequency,Yes,Low spender,Negative Review
1291,67,Unknown_Gender,Clothing,35,M,Spring,3,Free Shipping,Yes,3,PayPal,Annually,No,Low spender,Negative Review
1292,69,Male,Footwear,68,S,Spring,3,2-Day Shipping,Yes,23,Debit Card,Fortnightly,Yes,High spender,Negative Review
1293,69,Male,Accessories,61,M,Summer,3,Free Shipping,Yes,42,Bank Transfer,Annually,No,High spender,Negative Review
