Customer ID,Age,Gender,Category,Purchase Amount (USD),Size,Season,Review Rating,Shipping Type,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases
678,,Male,Clothing,62.0,S,Summer,2.7,Express,Yes,41,PayPal,Annually
679,27.0,Male,Clothing,74.0,M,Fall,3.3,Store Pickup,Yes,25,Debit Card,Every 3 Months
680,56.0,Male,Footwear,95.0,M,Fall,3.4,Express,Yes,37,Venmo,Fortnightly
681,58.0,Male,Footwear,25.0,M,Spring,4.2,Express,Yes,3,PayPal,Annually
682,30.0,Male,Clothing,59.0,XL,Winter,3.8,2-Day Shipping,Yes,24,Credit Card,Every 3 Months
683,23.0,Male,Outerwear,29.0,M,Summer,4.0,Standard,Yes,49,Credit Card,Bi-Weekly
684,33.0,Male,,36.0,S,Winter,,Free Shipping,Yes,3,Bank Transfer,Monthly
685,63.0,Male,Accessories,82.0,M,Summer,4.7,Express,Yes,42,Debit Card,Monthly
686,70.0,Male,Clothing,71.0,XL,Winter,3.5,Standard,Yes,32,Cash,Fortnightly
687,,Male,Clothing,35.0,L,Fall,3.0,2-Day Shipping,Yes,33,Venmo,Fortnightly
688,19.0,Male,Accessories,,XL,Winter,3.3,Free Shipping,Yes,46,Bank Transfer,Quarterly
689,25.0,Male,,59.0,S,Summer,4.7,Store Pickup,Yes,44,Venmo,Monthly
690,19.0,Male,Clothing,91.0,M,Summer,4.7,Express,Yes,35,Credit Card,Every 3 Months
691,25.0,Male,Clothing,68.0,XL,Spring,,Standard,Yes,45,Bank Transfer,Weekly
692,60.0,Male,Accessories,21.0,L,Summer,2.9,Standard,Yes,37,PayPal,Bi-Weekly
693,,Male,Accessories,95.0,M,Spring,4.0,2-Day Shipping,Yes,40,Debit Card,Every 3 Months
694,46.0,Male,Clothing,52.0,L,Spring,3.1,Free Shipping,Yes,30,Cash,Every 3 Months
695,,Male,Clothing,21.0,S,Fall,3.5,2-Day Shipping,Yes,38,Venmo,Every 3 Months
696,30.0,Male,Clothing,67.0,XL,Summer,3.7,Next Day Air,Yes,15,Debit Card,Every 3 Months
697,,Male,Accessories,42.0,L,Fall,,Standard,Yes,49,Cash,Monthly
698,,Male,Accessories,63.0,XL,Summer,4.6,Free Shipping,Yes,40,Debit Card,Quarterly
699,55.0,Male,Footwear,41.0,M,Winter,3.8,Standard,Yes,40,Debit Card,Weekly
700,50.0,Male,,46.0,M,Fall,2.6,2-Day Shipping,Yes,5,PayPal,Weekly
701,57.0,Male,Clothing,79.0,L,Winter,4.1,Standard,Yes,5,PayPal,Monthly
702,51.0,Male,Footwear,90.0,L,Fall,,Next Day Air,Yes,5,Debit Card,Every 3 Months
703,,Male,Clothing,,M,Winter,3.4,Store Pickup,Yes,1,Cash,Weekly
704,63.0,Male,Clothing,,L,Summer,3.0,Standard,Yes,21,Venmo,Weekly
705,,,Clothing,,S,Spring,3.2,Express,Yes,18,PayPal,Annually
706,25.0,Male,Clothing,90.0,XL,Summer,4.5,Free Shipping,Yes,49,Cash,
707,46.0,Male,Clothing,,L,Summer,4.8,Express,Yes,27,Debit Card,Weekly
708,59.0,Male,Clothing,38.0,L,Spring,,Next Day Air,Yes,21,Venmo,Annually
709,,Male,Accessories,,L,Summer,3.4,Store Pickup,Yes,19,Cash,Fortnightly
710,49.0,Male,,79.0,L,Summer,,Standard,Yes,23,Debit Card,Monthly
711,22.0,Male,Accessories,91.0,L,Spring,4.1,Standard,Yes,26,PayPal,Fortnightly
712,64.0,,Footwear,60.0,M,Spring,3.5,2-Day Shipping,Yes,13,Bank Transfer,Bi-Weekly
713,42.0,Male,Clothing,81.0,XL,Summer,,Next Day Air,Yes,36,Bank Transfer,Quarterly
714,37.0,Male,Clothing,,M,Summer,2.6,Express,Yes,39,Bank Transfer,Bi-Weekly
715,26.0,Male,Outerwear,70.0,M,Fall,4.4,Store Pickup,Yes,40,Debit Card,Fortnightly
716,33.0,Male,,63.0,L,Spring,2.6,Express,Yes,37,Debit Card,Quarterly
717,30.0,Male,Accessories,29.0,M,Spring,3.6,Express,Yes,9,Venmo,Bi-Weekly
718,21.0,Male,Clothing,90.0,L,Spring,4.2,Express,Yes,7,Venmo,
719,22.0,Male,,22.0,M,Summer,4.6,Standard,Yes,25,Bank Transfer,Annually
720,,Male,Clothing,22.0,L,Summer,3.3,Next Day Air,Yes,42,Venmo,Bi-Weekly
721,33.0,Male,,62.0,L,Fall,3.4,Free Shipping,Yes,19,Debit Card,Weekly
722,43.0,Male,Clothing,57.0,L,Summer,4.4,Next Day Air,Yes,41,Debit Card,Every 3 Months
723,,Male,Clothing,32.0,S,Summer,4.3,Store Pickup,Yes,50,Cash,Bi-Weekly
724,35.0,Male,Accessories,53.0,L,Fall,3.5,Express,Yes,43,PayPal,
725,37.0,Male,Clothing,79.0,XL,Fall,4.7,Store Pickup,Yes,36,Venmo,
726,,Male,Accessories,61.0,L,Winter,3.1,Standard,Yes,33,Debit Card,Fortnightly
727,32.0,Male,Clothing,78.0,L,Summer,3.6,Next Day Air,Yes,20,Bank Transfer,Every 3 Months
728,62.0,Male,Clothing,97.0,S,Winter,4.8,Next Day Air,Yes,37,Venmo,Every 3 Months
729,29.0,,Clothing,78.0,M,Winter,3.7,Next Day Air,Yes,12,PayPal,Every 3 Months
730,41.0,,Accessories,56.0,L,Summer,3.2,Express,Yes,46,PayPal,
731,48.0,Male,Footwear,25.0,M,Summer,3.9,Standard,Yes,28,Venmo,
732,43.0,,Outerwear,28.0,M,Spring,3.5,Free Shipping,Yes,30,PayPal,Fortnightly
733,,Male,Clothing,57.0,L,Spring,2.8,Express,Yes,28,Cash,Bi-Weekly
734,45.0,,Clothing,36.0,L,Fall,2.7,2-Day Shipping,Yes,20,Debit Card,Bi-Weekly
735,65.0,Male,Clothing,69.0,S,Winter,3.1,Express,Yes,39,Bank Transfer,Every 3 Months
736,61.0,Male,Accessories,,M,Fall,3.6,2-Day Shipping,Yes,48,Cash,Bi-Weekly
737,18.0,Male,Clothing,58.0,L,Spring,2.9,2-Day Shipping,Yes,32,Credit Card,
738,47.0,Male,,24.0,M,Spring,,Store Pickup,Yes,28,PayPal,Annually
739,56.0,Male,Accessories,31.0,L,Winter,3.5,2-Day Shipping,Yes,27,Venmo,Quarterly
740,,Male,Clothing,29.0,S,Summer,3.5,Free Shipping,Yes,26,Venmo,Bi-Weekly
741,26.0,Male,Clothing,,M,Summer,2.8,Next Day Air,Yes,22,Credit Card,Fortnightly
742,22.0,Male,Clothing,79.0,XL,Summer,4.7,Free Shipping,Yes,23,Bank Transfer,Every 3 Months
743,64.0,Male,Clothing,39.0,M,Summer,3.1,Express,Yes,21,Debit Card,Quarterly
744,21.0,Male,Accessories,84.0,L,Fall,4.9,Free Shipping,Yes,36,Cash,Weekly
745,,Male,Footwear,66.0,S,Spring,4.1,Next Day Air,Yes,42,Debit Card,Bi-Weekly
746,46.0,Male,Clothing,92.0,L,Fall,4.7,Standard,Yes,4,Venmo,Monthly
747,40.0,Male,,45.0,M,Winter,2.5,Free Shipping,Yes,47,Credit Card,Annually
748,,Male,Clothing,74.0,L,Spring,,Next Day Air,Yes,13,Bank Transfer,Weekly
749,,Male,Accessories,39.0,L,Fall,3.9,Free Shipping,Yes,8,Bank Transfer,Quarterly
750,56.0,,Accessories,71.0,M,Winter,3.7,Standard,Yes,11,Debit Card,Quarterly
751,25.0,Male,Clothing,95.0,L,Fall,3.4,Free Shipping,Yes,5,Venmo,
752,,Male,Accessories,72.0,L,Fall,4.8,Free Shipping,Yes,1,Credit Card,Monthly
753,39.0,Male,Accessories,85.0,L,Fall,4.2,2-Day Shipping,Yes,17,PayPal,
754,47.0,Male,Footwear,54.0,M,Fall,,Store Pickup,Yes,27,Venmo,Quarterly
755,36.0,Male,Accessories,,L,Spring,2.9,Store Pickup,Yes,3,Debit Card,Quarterly
756,66.0,Male,Outerwear,24.0,M,Spring,3.3,Free Shipping,Yes,22,PayPal,
757,,Male,Accessories,99.0,S,Summer,4.8,Standard,Yes,24,Cash,Fortnightly
758,41.0,Male,Clothing,32.0,M,Fall,3.8,Store Pickup,Yes,18,Debit Card,Quarterly
759,66.0,Male,,,L,Summer,,2-Day Shipping,Yes,39,Bank Transfer,Every 3 Months
760,51.0,Male,Clothing,,XL,Winter,2.6,Next Day Air,Yes,25,Credit Card,Fortnightly
761,33.0,Male,Accessories,50.0,XL,Fall,3.4,Free Shipping,Yes,6,Cash,Annually
762,57.0,Male,Accessories,,L,Fall,4.2,Express,Yes,26,Bank Transfer,Weekly
763,,Male,Accessories,46.0,M,Fall,,Standard,Yes,43,Debit Card,
764,61.0,Male,Clothing,50.0,M,Spring,2.9,2-Day Shipping,Yes,6,Credit Card,Monthly
765,,Male,Clothing,39.0,XL,Fall,,Free Shipping,Yes,6,Debit Card,
766,54.0,Male,Footwear,99.0,M,Summer,3.0,Store Pickup,Yes,13,Cash,Quarterly
767,57.0,Male,Accessories,48.0,M,Winter,3.6,Next Day Air,Yes,13,PayPal,
768,27.0,Male,Outerwear,77.0,M,Fall,2.5,Next Day Air,Yes,11,Cash,Annually
769,64.0,Male,Accessories,95.0,XL,Spring,2.6,Express,Yes,45,Venmo,Weekly
770,52.0,Male,,100.0,M,Spring,,Store Pickup,Yes,8,PayPal,Monthly
771,19.0,Male,Footwear,54.0,M,Spring,3.3,Express,Yes,8,Credit Card,Annually
772,22.0,Male,Clothing,68.0,L,Fall,2.6,Next Day Air,Yes,34,Bank Transfer,Fortnightly
773,18.0,Male,Clothing,22.0,L,Fall,3.6,Free Shipping,Yes,40,Debit Card,Bi-Weekly
774,,Male,Accessories,84.0,L,Winter,2.6,Express,Yes,14,Debit Card,Bi-Weekly
775,42.0,Male,Accessories,46.0,M,Summer,3.5,Standard,Yes,11,Credit Card,Quarterly
776,49.0,Male,Accessories,53.0,S,Winter,,Store Pickup,Yes,8,PayPal,Monthly
777,49.0,Male,Clothing,60.0,M,Spring,5.0,Standard,Yes,8,Venmo,Every 3 Months
778,55.0,Male,Clothing,32.0,XL,Spring,2.5,Express,Yes,37,Venmo,Weekly
779,29.0,Male,Clothing,,M,Summer,2.9,Store Pickup,Yes,23,Debit Card,Annually
780,60.0,Male,Clothing,94.0,M,Spring,4.6,Express,Yes,38,Cash,Annually
781,34.0,Male,Footwear,,M,Spring,3.6,Free Shipping,Yes,38,Cash,Quarterly
782,30.0,Male,Accessories,44.0,L,Winter,,Store Pickup,Yes,12,Credit Card,Fortnightly
783,,Male,Clothing,57.0,M,Summer,,Standard,Yes,15,Cash,Weekly
784,,Male,Clothing,65.0,L,Winter,,Next Day Air,Yes,38,PayPal,Fortnightly
785,31.0,Male,,72.0,M,Winter,3.2,Store Pickup,Yes,41,Bank Transfer,Every 3 Months
786,46.0,Male,,62.0,S,Spring,4.0,Next Day Air,Yes,37,PayPal,
787,70.0,Male,Accessories,,S,Winter,4.8,Express,Yes,16,Bank Transfer,Every 3 Months
788,53.0,Male,Accessories,85.0,S,Spring,3.7,Free Shipping,Yes,25,Venmo,Weekly
789,50.0,Male,Clothing,51.0,XL,Summer,3.8,Store Pickup,Yes,18,Bank Transfer,Quarterly
790,33.0,Male,Accessories,84.0,S,Fall,2.7,Standard,Yes,4,Credit Card,Bi-Weekly
791,,Male,Clothing,37.0,M,Summer,4.9,Store Pickup,Yes,12,Bank Transfer,Quarterly
792,50.0,Male,Accessories,,S,Summer,3.1,2-Day Shipping,Yes,35,PayPal,Fortnightly
793,34.0,Male,Footwear,45.0,M,Spring,,Next Day Air,Yes,45,Venmo,Weekly
794,24.0,Male,Clothing,35.0,L,Summer,3.8,Free Shipping,Yes,16,Credit Card,Monthly
795,69.0,Male,Accessories,50.0,XL,Winter,4.2,Store Pickup,Yes,10,Debit Card,Fortnightly
796,39.0,Male,Footwear,26.0,M,Summer,4.6,Store Pickup,Yes,34,Venmo,Annually
797,42.0,Male,Clothing,,XL,Fall,4.0,2-Day Shipping,Yes,43,Credit Card,
798,,Male,Outerwear,82.0,M,Fall,,2-Day Shipping,Yes,38,Debit Card,Weekly
799,29.0,Male,Clothing,39.0,M,Spring,3.8,2-Day Shipping,Yes,48,PayPal,Every 3 Months
800,55.0,Male,Accessories,55.0,L,Summer,,Free Shipping,Yes,31,PayPal,Annually
801,,Male,Clothing,20.0,S,Summer,2.6,Free Shipping,Yes,20,Cash,Every 3 Months
802,25.0,Male,Accessories,29.0,L,Fall,4.9,Express,Yes,12,Credit Card,Fortnightly
803,38.0,Male,Clothing,41.0,M,Winter,3.5,Next Day Air,Yes,2,Bank Transfer,Weekly
804,32.0,Male,Clothing,38.0,L,Winter,2.8,Express,Yes,30,Venmo,Every 3 Months
805,43.0,Male,,47.0,M,Summer,2.6,Store Pickup,Yes,28,Venmo,Quarterly
806,41.0,Male,Clothing,30.0,L,Summer,3.7,Next Day Air,Yes,40,Debit Card,Monthly
807,56.0,Male,Clothing,,L,Summer,,Standard,Yes,46,PayPal,Quarterly
808,,Male,,89.0,S,Winter,,Express,Yes,15,Credit Card,Weekly
809,46.0,Male,Footwear,,L,Fall,4.6,Next Day Air,Yes,38,Cash,Every 3 Months
810,48.0,Male,Footwear,81.0,M,Fall,4.9,Next Day Air,Yes,30,PayPal,Bi-Weekly
811,52.0,Male,Accessories,,S,Fall,,Store Pickup,Yes,32,Debit Card,Bi-Weekly
812,18.0,Male,Footwear,35.0,M,Winter,2.7,Free Shipping,Yes,36,Venmo,Quarterly
813,64.0,Male,Footwear,56.0,M,Summer,3.2,Standard,Yes,32,Credit Card,
814,54.0,Male,,45.0,S,Summer,2.9,Store Pickup,Yes,14,Debit Card,Annually
815,31.0,Male,Clothing,62.0,M,Winter,3.8,Express,Yes,8,PayPal,Monthly
816,30.0,Male,Accessories,84.0,L,Spring,3.0,Next Day Air,Yes,27,Venmo,
817,26.0,Male,Clothing,,L,Summer,3.9,Store Pickup,Yes,24,Debit Card,Monthly
818,25.0,Male,Accessories,21.0,S,Spring,4.7,Store Pickup,Yes,30,PayPal,Fortnightly
819,59.0,,Clothing,91.0,M,Winter,,Store Pickup,Yes,34,Debit Card,Monthly
820,55.0,Male,Accessories,,S,Winter,4.8,Next Day Air,Yes,28,Debit Card,Quarterly
821,56.0,Male,Footwear,39.0,M,Spring,,2-Day Shipping,Yes,27,Debit Card,Monthly
822,62.0,Male,Clothing,39.0,M,Spring,3.9,Standard,Yes,31,Credit Card,
823,35.0,Male,Clothing,,L,Winter,3.4,Standard,Yes,23,Bank Transfer,Annually
824,51.0,Male,Accessories,27.0,M,Winter,2.5,Free Shipping,Yes,11,Credit Card,Quarterly
825,,Male,Clothing,94.0,M,Spring,3.0,Store Pickup,Yes,48,Cash,Quarterly
826,27.0,Male,Accessories,,XL,Fall,3.6,Next Day Air,Yes,17,Cash,
827,,Male,Clothing,94.0,M,Winter,3.6,Standard,Yes,36,PayPal,Weekly
828,31.0,Male,Footwear,51.0,S,Fall,4.1,Free Shipping,Yes,33,Bank Transfer,Fortnightly
829,24.0,Male,Clothing,,M,Fall,3.7,2-Day Shipping,Yes,27,PayPal,Bi-Weekly
830,42.0,Male,Clothing,57.0,S,Spring,3.1,2-Day Shipping,Yes,14,Credit Card,Fortnightly
831,41.0,Male,Clothing,76.0,M,Fall,4.2,Express,Yes,5,Credit Card,Annually
832,66.0,Male,Accessories,63.0,M,Summer,4.3,Express,Yes,47,Cash,Every 3 Months
833,58.0,Male,,,L,Fall,2.5,Express,Yes,28,Cash,Bi-Weekly
834,43.0,Male,Accessories,68.0,M,Fall,3.5,Standard,Yes,11,Credit Card,Annually
835,52.0,Male,Accessories,89.0,M,Summer,,Free Shipping,Yes,18,Credit Card,Weekly
836,35.0,Male,,26.0,L,Summer,2.5,Next Day Air,Yes,21,Debit Card,Weekly
837,23.0,,Accessories,90.0,L,Winter,3.9,Store Pickup,Yes,22,Cash,Bi-Weekly
838,25.0,Male,Clothing,28.0,L,Spring,4.9,Express,Yes,33,Cash,Every 3 Months
839,,Male,Outerwear,,M,Spring,4.3,Express,Yes,49,Credit Card,Annually
840,48.0,Male,Clothing,,L,Spring,2.6,Free Shipping,Yes,10,Debit Card,Every 3 Months
841,42.0,Male,Clothing,24.0,L,Summer,4.2,2-Day Shipping,Yes,18,PayPal,Weekly
842,55.0,Male,Clothing,88.0,M,Summer,2.6,Store Pickup,Yes,28,PayPal,
843,59.0,Male,Clothing,87.0,M,Spring,3.6,Express,Yes,25,PayPal,
844,65.0,,Clothing,,S,Summer,,Express,Yes,6,PayPal,Weekly
845,59.0,Male,Footwear,48.0,L,Winter,4.4,Express,Yes,44,Venmo,Bi-Weekly
846,31.0,,Accessories,21.0,XL,Winter,3.7,Standard,Yes,30,Venmo,Monthly
847,49.0,Male,Footwear,72.0,M,Spring,3.7,Express,Yes,42,Debit Card,Quarterly
848,53.0,Male,Clothing,44.0,L,Fall,,Standard,Yes,30,PayPal,Monthly
849,,Male,Footwear,73.0,M,Fall,3.6,Store Pickup,Yes,33,Credit Card,Bi-Weekly
850,23.0,,Clothing,61.0,S,Spring,4.3,Express,Yes,24,PayPal,
851,68.0,Male,Footwear,20.0,L,Winter,2.6,Store Pickup,Yes,13,Venmo,Monthly
852,35.0,Male,,86.0,M,Summer,,Express,Yes,19,Debit Card,Monthly
853,34.0,Male,Clothing,60.0,L,Spring,,Next Day Air,Yes,23,Debit Card,Every 3 Months
854,62.0,Male,Accessories,43.0,L,Winter,,Free Shipping,Yes,35,Cash,Monthly
855,,,Clothing,44.0,L,Spring,4.3,Free Shipping,Yes,22,Venmo,Monthly
856,70.0,Male,Clothing,76.0,L,Spring,3.0,2-Day Shipping,Yes,14,Credit Card,Quarterly
857,55.0,Male,Clothing,33.0,M,Summer,3.5,Express,Yes,47,Debit Card,Fortnightly
858,43.0,Male,Clothing,60.0,L,Fall,3.0,Standard,Yes,50,Debit Card,Every 3 Months
859,,Male,Outerwear,,L,Fall,3.1,Free Shipping,Yes,33,PayPal,Weekly
860,47.0,Male,Clothing,,M,Winter,,Next Day Air,Yes,7,Debit Card,Monthly
861,,Male,Footwear,87.0,M,Spring,4.1,Standard,Yes,3,Cash,Monthly
862,,Male,Clothing,,XL,Spring,3.3,2-Day Shipping,Yes,35,Credit Card,Every 3 Months
863,19.0,Male,,84.0,M,Winter,4.9,Standard,Yes,13,PayPal,
864,,Male,Footwear,,M,Summer,3.9,Standard,Yes,42,PayPal,
865,51.0,Male,Clothing,,S,Winter,3.9,Next Day Air,Yes,5,PayPal,Annually
866,64.0,Male,,26.0,L,Winter,4.8,Store Pickup,Yes,23,Venmo,
867,67.0,Male,Accessories,69.0,M,Summer,2.7,Free Shipping,Yes,11,PayPal,Bi-Weekly
868,37.0,Male,Outerwear,20.0,M,Spring,3.1,Free Shipping,Yes,23,Bank Transfer,Fortnightly
869,,Male,Clothing,83.0,M,Summer,3.2,Next Day Air,Yes,2,Credit Card,Every 3 Months
870,,Male,Accessories,54.0,M,Spring,2.7,2-Day Shipping,Yes,33,PayPal,Weekly
871,66.0,Male,Clothing,66.0,M,Fall,2.5,Standard,Yes,6,Bank Transfer,Bi-Weekly
872,,Male,Accessories,,M,Spring,2.6,Next Day Air,Yes,45,Debit Card,Quarterly
873,56.0,Male,Clothing,33.0,M,Spring,2.9,Standard,Yes,25,Cash,Quarterly
874,51.0,,Footwear,77.0,M,Summer,4.2,Free Shipping,Yes,24,Venmo,Quarterly
875,,,Outerwear,,M,Fall,4.4,Free Shipping,Yes,10,Venmo,Every 3 Months
876,37.0,Male,Footwear,,L,Summer,,Free Shipping,Yes,7,Bank Transfer,Every 3 Months
877,41.0,Male,Accessories,51.0,L,Summer,,2-Day Shipping,Yes,1,Debit Card,Weekly
878,64.0,Male,Accessories,65.0,M,Winter,4.9,Next Day Air,Yes,45,Venmo,Every 3 Months
879,,,Accessories,89.0,S,Summer,4.9,Express,Yes,37,Debit Card,Weekly
880,,Male,Clothing,76.0,S,Spring,4.1,Free Shipping,Yes,14,PayPal,Quarterly
881,,,Accessories,75.0,L,Spring,3.1,Express,Yes,25,Debit Card,Monthly
882,,Male,Footwear,61.0,M,Summer,2.7,Next Day Air,Yes,18,Venmo,
883,50.0,Male,Footwear,,M,Fall,3.8,Next Day Air,Yes,37,Cash,Every 3 Months
884,,Male,Footwear,37.0,S,Fall,4.3,Free Shipping,Yes,30,Bank Transfer,Monthly
885,,Male,Clothing,91.0,L,Winter,4.1,Express,Yes,34,Bank Transfer,
886,41.0,Male,Clothing,99.0,L,Fall,4.4,Free Shipping,Yes,49,Debit Card,Every 3 Months
887,19.0,Male,Clothing,54.0,S,Summer,,Express,Yes,48,Bank Transfer,Monthly
888,70.0,Male,Accessories,47.0,L,Winter,3.3,2-Day Shipping,Yes,33,PayPal,Fortnightly
889,49.0,Male,Accessories,77.0,S,Spring,3.6,Express,Yes,44,Cash,Annually
890,59.0,Male,Accessories,84.0,S,Fall,,Free Shipping,Yes,50,Venmo,Weekly
891,52.0,Male,Accessories,51.0,S,Spring,4.3,2-Day Shipping,Yes,47,Credit Card,Monthly
892,20.0,Male,Clothing,26.0,S,Summer,,Store Pickup,Yes,24,PayPal,Every 3 Months
893,31.0,Male,Clothing,64.0,L,Summer,2.7,Free Shipping,Yes,43,Debit Card,Monthly
894,33.0,Male,Accessories,,M,Spring,4.7,Express,Yes,14,Venmo,Monthly
895,44.0,,Clothing,60.0,L,Spring,3.8,Free Shipping,Yes,3,Debit Card,Quarterly
896,40.0,Male,Accessories,,XL,Spring,,Next Day Air,Yes,33,Debit Card,Quarterly
897,69.0,Male,Accessories,29.0,M,Spring,4.7,Express,Yes,38,Cash,Fortnightly
898,29.0,Male,Clothing,91.0,M,Spring,3.4,Express,Yes,46,Venmo,Weekly
899,54.0,Male,Accessories,70.0,L,Spring,,2-Day Shipping,Yes,19,Bank Transfer,Every 3 Months
900,65.0,Male,Clothing,,M,Summer,4.0,Standard,Yes,20,PayPal,Annually
901,54.0,Male,Accessories,98.0,L,Fall,3.3,Free Shipping,Yes,42,Bank Transfer,Quarterly
902,,Male,Accessories,68.0,L,Summer,4.7,2-Day Shipping,Yes,34,Cash,Monthly
903,43.0,Male,Accessories,44.0,M,Summer,2.8,Next Day Air,Yes,5,Cash,Monthly
904,44.0,Male,Outerwear,45.0,M,Winter,,Express,Yes,3,PayPal,Quarterly
905,69.0,Male,Clothing,99.0,L,Spring,2.9,Free Shipping,Yes,46,PayPal,Every 3 Months
906,,Male,Clothing,68.0,S,Spring,2.8,Standard,Yes,16,Venmo,Annually
907,,,Clothing,56.0,M,Spring,4.2,Standard,Yes,21,Debit Card,Bi-Weekly
908,32.0,,Clothing,43.0,L,Winter,4.4,Express,Yes,34,Credit Card,Bi-Weekly
909,26.0,Male,Accessories,99.0,M,Winter,3.6,Free Shipping,Yes,9,PayPal,Every 3 Months
910,,Male,Accessories,56.0,L,Fall,2.7,Express,Yes,36,PayPal,Weekly
911,,Male,Clothing,25.0,S,Spring,3.4,Express,Yes,22,Credit Card,
912,53.0,Male,Clothing,,M,Winter,2.8,2-Day Shipping,Yes,2,Bank Transfer,Quarterly
913,24.0,Male,Clothing,56.0,M,Winter,3.4,Next Day Air,Yes,32,Bank Transfer,Monthly
914,37.0,Male,Footwear,47.0,M,Fall,2.6,Next Day Air,Yes,29,Cash,Every 3 Months
915,43.0,Male,Clothing,67.0,L,Summer,4.1,Standard,Yes,27,Venmo,Every 3 Months
916,31.0,Male,Clothing,22.0,L,Winter,2.9,Store Pickup,Yes,33,Credit Card,Fortnightly
917,,Male,Clothing,,S,Spring,2.7,Standard,Yes,16,Venmo,Monthly
918,69.0,Male,Clothing,64.0,M,Spring,3.7,Standard,Yes,11,Bank Transfer,Quarterly
919,65.0,Male,Clothing,42.0,M,Spring,4.3,2-Day Shipping,Yes,11,Cash,Fortnightly
920,,Male,Clothing,82.0,L,Winter,2.6,2-Day Shipping,Yes,17,Debit Card,Bi-Weekly
921,37.0,Male,Accessories,81.0,XL,Summer,4.3,Free Shipping,Yes,37,Cash,Weekly
922,70.0,Male,Outerwear,24.0,L,Summer,4.1,Express,Yes,18,PayPal,Weekly
923,63.0,,Footwear,,M,Fall,4.2,Standard,Yes,13,Credit Card,Monthly
924,55.0,Male,Clothing,24.0,M,Spring,,2-Day Shipping,Yes,7,PayPal,Weekly
925,,Male,Clothing,78.0,XL,Winter,3.1,Standard,Yes,37,Cash,Quarterly
926,,Male,Clothing,88.0,L,Winter,,Express,Yes,8,Cash,Monthly
927,54.0,Male,Clothing,63.0,XL,Spring,4.4,Express,Yes,11,Cash,Bi-Weekly
928,,,Footwear,,L,Summer,4.4,Standard,Yes,8,Venmo,Bi-Weekly
929,67.0,Male,Clothing,37.0,XL,Winter,3.4,Store Pickup,Yes,31,Cash,Every 3 Months
930,59.0,Male,Footwear,94.0,M,Fall,,2-Day Shipping,Yes,26,Debit Card,Fortnightly
931,26.0,Male,Clothing,,L,Fall,4.5,Store Pickup,Yes,20,Credit Card,Bi-Weekly
932,,,Outerwear,36.0,M,Winter,4.1,Standard,Yes,24,Bank Transfer,
933,62.0,Male,,,L,Winter,3.2,Standard,Yes,45,Debit Card,Bi-Weekly
934,70.0,,Footwear,84.0,M,Spring,2.7,Store Pickup,Yes,33,Debit Card,Monthly
935,,,Clothing,47.0,S,Spring,3.7,Express,Yes,21,Bank Transfer,Monthly
936,58.0,Male,Clothing,,L,Fall,,Store Pickup,Yes,2,Bank Transfer,Fortnightly
937,31.0,Male,,84.0,M,Summer,2.7,Free Shipping,Yes,28,Cash,Weekly
938,32.0,Male,Clothing,24.0,M,Summer,2.7,Express,Yes,18,Venmo,Quarterly
939,36.0,Male,,,S,Fall,,Free Shipping,Yes,21,Debit Card,
940,25.0,Male,Clothing,89.0,L,Winter,,Next Day Air,Yes,24,Credit Card,
941,48.0,Male,Accessories,44.0,S,Spring,2.6,Store Pickup,Yes,15,PayPal,Every 3 Months
942,39.0,Male,Accessories,35.0,L,Winter,4.5,2-Day Shipping,Yes,38,PayPal,Every 3 Months
943,26.0,Male,Clothing,,M,Winter,,Express,Yes,38,PayPal,Bi-Weekly
944,32.0,Male,Accessories,63.0,L,Winter,3.8,Next Day Air,Yes,13,Venmo,Fortnightly
945,54.0,Male,Accessories,97.0,S,Spring,4.8,Express,Yes,39,Cash,
946,,Male,Footwear,38.0,M,Summer,,Store Pickup,Yes,8,Venmo,Every 3 Months
947,46.0,Male,Outerwear,24.0,XL,Spring,2.8,Next Day Air,Yes,4,PayPal,Quarterly
948,57.0,Male,Clothing,32.0,M,Winter,3.9,Store Pickup,Yes,6,Cash,Every 3 Months
949,49.0,Male,,90.0,L,Summer,4.9,Express,Yes,11,Venmo,Every 3 Months
950,,Male,Clothing,36.0,M,Summer,3.4,Standard,Yes,49,Venmo,Monthly
951,54.0,Male,Accessories,37.0,XL,Winter,4.1,Free Shipping,Yes,30,PayPal,
952,47.0,Male,Clothing,51.0,M,Summer,,Express,Yes,34,Bank Transfer,Monthly
953,,Male,,71.0,S,Fall,3.1,2-Day Shipping,Yes,28,PayPal,Monthly
954,68.0,,Accessories,,S,Spring,3.6,2-Day Shipping,Yes,36,Venmo,Quarterly
955,60.0,Male,Accessories,74.0,S,Fall,3.5,Standard,Yes,18,Credit Card,Every 3 Months
956,,Male,Clothing,75.0,L,Summer,3.4,Free Shipping,Yes,4,PayPal,Monthly
957,29.0,Male,Clothing,99.0,XL,Spring,2.9,2-Day Shipping,Yes,42,Debit Card,Quarterly
958,38.0,Male,Accessories,,XL,Spring,4.7,Store Pickup,Yes,11,Cash,Quarterly
959,70.0,Male,Footwear,53.0,XL,Winter,4.4,Free Shipping,Yes,31,Credit Card,Bi-Weekly
960,,Male,Clothing,99.0,M,Spring,2.6,Standard,Yes,12,Cash,Fortnightly
